Dato;Rute;Turnummer;Busnummer;Nummerplade;Vagt-nummer;Vagt-nummer (REALTID);Køretøjs rotations-nummer;Køretøjs rotations-nummer (REALTID);Køretøjs rotations-startsted;Enhed (IMEI-nr.);Enhed (realtids data-ID);Retning;Entrepenør;Klient (Softwareudbyder);Klient (Softwareprodukt);Klient (Softwareversion);Første stop (PLANLAGT);Første stop (REALTID);Sidste stop (PLANLAGT);Sidste stop (REALTID);Tur-realtid-type;Afgang (første stop) (PLANLAGT);Afgang (første stop) (REALTID);Afgang (første stop) - Forsinkelse;Ankomst (Sidste stop) (PLANLAGT);Ankomst (sidste stop) (REALTID);Ankomst (sidste stop) - Forsinkelse;Destination;Forsinkelse (Maksimum);Forsinkelse (Minimum);Distance (PLANLAGT) (km);Distance (REALTID) (km);km/t max.;Køretøjs-kategori (PLANLAGT);Køretøjs-kategori (REALTID);Operatør;Bemærkning;Telefonnummer;Sammenfaldende;Alle stop betjent;Realtids-data findes
3-9-2017;Bus 61;160;3518;ode-ke-3518;;;;;;355217060480499;25;2;0002;HaCon;Smart ITCS client;2.6.1;Højby Alle (Odense Kommune);Højby Alle (Odense Kommune);Stige (Odense Kommune);Stige (Odense Kommune);SCHEDULED;23:37;23:38;1;0:20;0:21;1;Stige;5;0;21,89;21,188;72;Bus;-;FYNBUS;;+4520449452;DEVICE;;X;
3-9-2017;Bus 81;121;3560;ode-ke-3560;;;;;;355217060480481;25;1;0002;HaCon;Smart ITCS client;2.6.1;Bågøgade (Odense Kommune);Bågøgade (Odense Kommune);Fraugde (Odense Kommune);Fraugde (Odense Kommune);SCHEDULED;23:44;23:45;1;0:26;0:27;1;Fraugde;4;-2;16,26;16,266;65;Bus;-;FYNBUS;;+4520454089;DEVICE;;X;
3-9-2017;Bus 61;169;3521;ode-ke-3521;;;;;;355217060480689;25;1;0002;HaCon;Smart ITCS client;2.6.1;Stige (Odense Kommune);Stige (Odense Kommune);Højby Alle (Odense Kommune);Højby Alle (Odense Kommune);SCHEDULED;23:38;23:39;1;0:25;0:27;2;Højby;5;0;22,492;21,768;70;Bus;-;FYNBUS;;+4520449747;DEVICE;;X;
3-9-2017;Bus 30;118;3508;ode-ke-3508;;;;;;355217060403426;25;2;0002;HaCon;Smart ITCS client;2.6.1;Snedronningen / Seden Syd (Odense Kommune);Snedronningen / Seden Syd (Odense Kommune);OBC Plads B ank. (Odense Kommune);OBC Plads B ank. (Odense Kommune);SCHEDULED;23:35;23:35;0;23:55;23:55;0;Odense Banegård;2;0;8,467;8,44;64;Bus;-;FYNBUS;;+4520447705;DEVICE;X;X;
3-9-2017;Bus 91;129;3705;ode-ke-3705;;;;;;355217060483493;25;1;0002;HaCon;Smart ITCS client;2.6.1;Allesø (Odense Kommune);Allesø (Odense Kommune);Herluf Trolles Vej (Odense Kommune);Herluf Trolles Vej (Odense Kommune);SCHEDULED;23:34;23:36;2;0:12;0:11;-1;Herluf Tr. Vej;2;-1;16,781;17,507;66;Bus;-;FYNBUS;;+4520445834;DEVICE;X;X;
3-9-2017;Bus 21;116;3501;ode-ke-3501;;;;;;355217060468486;25;2;0002;HaCon;Smart ITCS client;2.6.1;Tornbjerg (Odense Kommune);Tornbjerg (Odense Kommune);Ubberud Skole (Odense Kommune);Ubberud Skole (Odense Kommune);SCHEDULED;23:29;23:30;1;0:23;0:25;2;Ubberud;4;-3;22,582;22,695;61;Bus;-;FYNBUS;;+4520430183;DEVICE;;X;
3-9-2017;Bus 91;130;3901;ode-ob-3901;;;;;;355217060468536;33;2;0003;HaCon;Smart ITCS client;2.6.1;Herluf Trolles Vej (Odense Kommune);Herluf Trolles Vej (Odense Kommune);Allesø (Odense Kommune);Allesø (Odense Kommune);SCHEDULED;23:42;23:43;1;0:19;0:22;3;Allesø;5;0;16,196;14,174;71;Bus;-;FYNBUS;;+4520428395;DEVICE;;X;
3-9-2017;Bus 53;82;3512;ode-ke-3512;;;;;;355217060461911;25;2;0002;HaCon;Smart ITCS client;2.6.1;Agedrup (Odense Kommune);Agedrup (Odense Kommune);Rasmus Rask Skolen (Odense Kommune);Rasmus Rask Skolen (Odense Kommune);SCHEDULED;23:28;23:28;0;0:35;0:35;0;Brændekilde;2;-6;25,798;25,79;72;Bus;-;FYNBUS;;+4520448891;DEVICE;;X;
3-9-2017;Bus 40;51;3586;ode-ke-3586;;;;;;355217060480762;25;1;0002;HaCon;Smart ITCS client;2.6.1;Bolbro (Odense Kommune);Bolbro (Odense Kommune);OBC Plads C ank. (Odense Kommune);OBC Plads C ank. (Odense Kommune);SCHEDULED;23:37;23:37;0;23:55;23:53;-2;Odense Banegård;2;-2;5,299;5,117;37;Bus;-;FYNBUS;;+4520452365;DEVICE;;X;
3-9-2017;Bus 931;131;8304;rsd-tb-8304;;;;;;355217061720133;26;1;0001;HaCon;Smart ITCS client;2.6.1;Nyborg Station (Nyborg Kommune);Nyborg Station (Nyborg Kommune);Faaborg Rtb. (Faaborg Midtfyn);Faaborg Rtb. (Faaborg Midtfyn);SCHEDULED;23:0;23:0;0;0:40;0:39;-1;Faaborg;3;-5;63,864;64,496;78;Bus;-;FYNBUS;;+4520472019;DEVICE;;X;
3-9-2017;Bus 31;201;3508;ode-ke-3508;;;;;;355217060403426;25;1;0002;HaCon;Smart ITCS client;2.6.1;OBC Plads B afg. (Odense Kommune);OBC Plads B afg. (Odense Kommune);Snedronningen / Seden Syd (Odense Kommune);Snedronningen / Seden Syd (Odense Kommune);SCHEDULED;22:45;22:46;1;23:7;23:10;3;Seden Syd;12;1;8,61;16,364;63;Bus;-;FYNBUS;;+4520447705;DEVICE;;X;
3-9-2017;Bus 931;132;8360;rsd-tb-8360;;;;;;355217061858735;26;2;0001;HaCon;Smart ITCS client;2.6.1;Faaborg Rtb. (Faaborg Midtfyn);Faaborg Rtb. (Faaborg Midtfyn);Svendborg Plads B ank. (Svendborg  Kommune);Svendborg Plads B ank. (Svendborg  Kommune);SCHEDULED;23:13;23:13;0;0:1;0:1;0;Svendborg;2;-1;29,39;28,913;72;Bus;-;FYNBUS;;+4520474307;DEVICE;;X;
3-9-2017;Bus 150;188;8321;rsd-tb-8321;;;;;;355217061718830;26;2;0001;HaCon;Smart ITCS client;2.6.1;Kerteminde Rtb. (Kerteminde Kommune);Kerteminde Rtb. (Kerteminde Kommune);OBC Plads D ank. (Odense Kommune);OBC Plads D ank. (Odense Kommune);SCHEDULED;22:42;22:42;0;23:21;23:19;-2;Odense;1;-2;21,84;20,523;60;Bus;-;FYNBUS;;+4520472805;DEVICE;X;X;
3-9-2017;Bus 51;91;3513;ode-ke-3513;;;;;;355217060368785;25;1;0002;HaCon;Smart ITCS client;2.6.1;Rasmus Rask Skolen (Odense Kommune);Rasmus Rask Skolen (Odense Kommune);Agedrup (Odense Kommune);Agedrup (Odense Kommune);SCHEDULED;23:16;23:13;-3;0:31;0:36;5;Agedrup;6;-3;28,044;27,98;63;Bus;-;FYNBUS;;+4520449059;DEVICE;;X;
3-9-2017;Bus 195;142;8314;rsd-tb-8314;;;;;;355217061857810;26;2;0001;HaCon;Smart ITCS client;2.6.1;Nyborg Station (Nyborg Kommune);Nyborg Station (Nyborg Kommune);OBC Dannebrogsgade PL. H ank. (Odense Kommune);OBC Dannebrogsgade PL. H ank. (Odense Kommune);SCHEDULED;22:30;22:30;0;23:21;23:21;0;Odense;2;-1;35,853;35,636;80;Bus;-;FYNBUS;;+4520472460;DEVICE;X;X;
3-9-2017;Bus 932;23;8365;rsd-tb-8365;;;;;;355217061858198;26;1;0001;HaCon;Smart ITCS client;2.6.1;Nyborg Station (Nyborg Kommune);Nyborg Station (Nyborg Kommune);Svendborg Plads A ank. (Svendborg  Kommune);Svendborg Plads A ank. (Svendborg  Kommune);SCHEDULED;22:30;22:34;4;23:16;23:14;-2;Svendborg;4;-2;34,333;34,516;71;Bus;-;FYNBUS;;+4520474440;DEVICE;;X;
3-9-2017;Bus 61;154;3521;ode-ke-3521;;;;;;355217060480689;25;2;0002;HaCon;Smart ITCS client;2.6.1;Højby Alle (Odense Kommune);Højby Alle (Odense Kommune);Stige (Odense Kommune);Stige (Odense Kommune);SCHEDULED;22:25;22:25;0;23:9;23:9;0;Stige;2;0;21,89;21,079;53;Bus;-;FYNBUS;;+4520449747;DEVICE;X;X;
3-9-2017;Bus 110;80;8376;rsd-tb-8376;;;;;;355217061785078;26;2;0001;HaCon;Smart ITCS client;2.6.1;OBC Plads A afg. (Odense Kommune);OBC Plads A afg. (Odense Kommune);Assens Rtb. (Assens Kommune);Assens Rtb. (Assens Kommune);SCHEDULED;22:15;22:14;-1;23:32;23:32;0;Assens;6;-1;51,207;51,117;83;Bus;-;FYNBUS;;+4520474835;DEVICE;;X;
3-9-2017;Bus 130;68;8377;rsd-tb-8377;;;;;;355217061784832;26;2;0001;HaCon;Smart ITCS client;2.6.1;OBC Plads C afg. (Odense Kommune);OBC Plads C afg. (Odense Kommune);Assens Rtb. (Assens Kommune);Assens Rtb. (Assens Kommune);SCHEDULED;22:15;22:15;0;23:16;23:15;-1;Assens;4;-2;45,294;46,291;88;Bus;-;FYNBUS;;+4520474960;DEVICE;;X;
3-9-2017;Bus 62;67;3518;ode-ke-3518;;;;;;355217060480499;25;1;0002;HaCon;Smart ITCS client;2.6.1;Lumby (Odense Kommune);Lumby (Odense Kommune);Højby Alle (Odense Kommune);Højby Alle (Odense Kommune);SCHEDULED;22:30;22:31;1;23:14;23:13;-1;Højby;2;-1;20,415;19,637;54;Bus;-;FYNBUS;;+4520449452;DEVICE;;X;
3-9-2017;Bus 191;145;8327;rsd-tb-8327;;;;;;355217060484525;26;1;0001;HaCon;Smart ITCS client;2.6.1;Bogense Rtb. (Nordfyn Kommune);Bogense Rtb. (Nordfyn Kommune);OBC Dannebrogsgade PL. H ank. (Odense Kommune);OBC Dannebrogsgade PL. H ank. (Odense Kommune);SCHEDULED;22:40;22:40;0;23:21;23:19;-2;Odense;3;-2;29,476;29,458;81;Bus;;FYNBUS;;+4520454639;DEVICE;;X;
3-9-2017;Bus 91;124;3705;ode-ke-3705;;;;;;355217060483493;25;2;0002;HaCon;Smart ITCS client;2.6.1;Herluf Trolles Vej (Odense Kommune);Herluf Trolles Vej (Odense Kommune);Allesø (Odense Kommune);Allesø (Odense Kommune);SCHEDULED;22:32;22:33;1;23:9;23:10;1;Allesø;3;-1;16,196;16,128;73;Bus;-;FYNBUS;;+4520445834;DEVICE;;X;
3-9-2017;Bus 23;38;3502;ode-ke-3502;;;;;;355217060468494;25;2;0002;HaCon;Smart ITCS client;2.6.1;Tornbjerg (Odense Kommune);Tornbjerg (Odense Kommune);Morud Centret (Nordfyn Kommune);Morud Centret (Nordfyn Kommune);SCHEDULED;22:15;22:16;1;23:9;23:9;0;Morud;3;-3;23,877;23,792;76;Bus;-;FYNBUS;;+4520430224;DEVICE;X;X;
3-9-2017;Bus 30;112;3508;ode-ke-3508;;;;;;355217060403426;25;2;0002;HaCon;Smart ITCS client;2.6.1;Snedronningen / Seden Syd (Odense Kommune);Snedronningen / Seden Syd (Odense Kommune);OBC Plads B ank. (Odense Kommune);OBC Plads B ank. (Odense Kommune);SCHEDULED;22:21;22:21;0;22:41;22:42;1;Odense Banegård;4;0;8,467;8,402;65;Bus;-;FYNBUS;;+4520447705;DEVICE;;X;
3-9-2017;Bus 141;118;8351;rsd-tb-8351;;;;;;355217061784360;26;2;0001;HaCon;Smart ITCS client;2.6.1;OBC Dannebrogsgade Pl. H (Odense Kommune);OBC Dannebrogsgade Pl. H (Odense Kommune);Faaborg Rtb. (Faaborg Midtfyn);Faaborg Rtb. (Faaborg Midtfyn);SCHEDULED;22:15;22:16;1;23:10;23:9;-1;Faaborg;3;-1;41,501;41,358;82;Bus;-;FYNBUS;;+4520473854;DEVICE;X;X;
3-9-2017;Bus 53;76;3517;ode-ke-3517;;;;;;355217060369015;25;2;0002;HaCon;Smart ITCS client;2.6.1;Bullerup (Odense Kommune);Bullerup (Odense Kommune);Rasmus Rask Skolen (Odense Kommune);Rasmus Rask Skolen (Odense Kommune);SCHEDULED;22:15;22:16;1;23:22;23:21;-1;Brændekilde;3;-6;25,412;26,462;64;Bus;-;FYNBUS;;+4520449447;DEVICE;;X;
3-9-2017;Bus 140;145;8335;rsd-tb-8335;;;;;;355217061859451;26;1;0001;HaCon;Smart ITCS client;2.6.1;OBC Dannebrogsgade Pl. H (Odense Kommune);OBC Dannebrogsgade Pl. H (Odense Kommune);Åkandevej (Nordfyn Kommune);Åkandevej (Nordfyn Kommune);SCHEDULED;22:15;22:16;1;22:37;22:38;1;Otterup;3;1;18,18;15,87;74;Bus;-;FYNBUS;;+4520473237;DEVICE;X;X;
3-9-2017;Bus 150;181;8323;rsd-tb-8323;;;;;;355217061718772;26;1;0001;HaCon;Smart ITCS client;2.6.1;OBC Plads D afg. (Odense Kommune);OBC Plads D afg. (Odense Kommune);Kerteminde Rtb. (Kerteminde Kommune);Kerteminde Rtb. (Kerteminde Kommune);SCHEDULED;22:15;22:16;1;22:54;22:59;5;Kerteminde;5;-1;20,415;19,824;67;Bus;-;FYNBUS;;+4520472835;DEVICE;;X;
3-9-2017;Bus 152;66;8333;rsd-tb-8333;;;;;;355217061859360;26;2;0001;HaCon;Smart ITCS client;2.6.1;OBC Plads A afg. (Odense Kommune);OBC Plads A afg. (Odense Kommune);Assens Rtb. (Assens Kommune);Assens Rtb. (Assens Kommune);SCHEDULED;22:15;22:15;0;23:31;23:31;0;Assens;4;-3;47,742;47,463;82;Bus;-;FYNBUS;;+4520473195;DEVICE;;X;
3-9-2017;Bus 81;115;3565;ode-ke-3565;;;;;;355217060371680;25;1;0002;HaCon;Smart ITCS client;2.6.1;Bågøgade (Odense Kommune);Bågøgade (Odense Kommune);Fraugde (Odense Kommune);Fraugde (Odense Kommune);SCHEDULED;22:15;22:16;1;22:57;23:0;3;Fraugde;3;-5;16,26;16,369;58;Bus;-;FYNBUS;;+4520439138;DEVICE;X;X;
3-9-2017;Bus 91;123;3901;ode-ob-3901;;;;;;355217060468536;33;1;0003;HaCon;Smart ITCS client;2.6.1;Allesø (Odense Kommune);Allesø (Odense Kommune);Herluf Trolles Vej (Odense Kommune);Herluf Trolles Vej (Odense Kommune);SCHEDULED;22:17;22:18;1;22:55;22:55;0;Herluf Tr. Vej;3;0;16,781;16,197;59;Bus;-;FYNBUS;;+4520428395;DEVICE;X;X;
3-9-2017;Bus 931;126;8387;rsd-tb-8387;;;;;;355217061718277;26;2;0001;HaCon;Smart ITCS client;2.6.1;Faaborg Rtb. (Faaborg Midtfyn);Faaborg Rtb. (Faaborg Midtfyn);Nyborg Station (Nyborg Kommune);Nyborg Station (Nyborg Kommune);SCHEDULED;22:13;22:13;0;23:50;23:52;2;Nyborg;3;-3;63,775;62,781;76;Bus;-;FYNBUS;;+4520475337;DEVICE;;X;
3-9-2017;Bus 21;101;3501;ode-ke-3501;;;;;;355217060468486;25;1;0002;HaCon;Smart ITCS client;2.6.1;Ubberud Skole (Odense Kommune);Ubberud Skole (Odense Kommune);Tornbjerg (Odense Kommune);Tornbjerg (Odense Kommune);SCHEDULED;22:13;22:14;1;23:10;23:10;0;Tornbjerg;3;-2;22,718;22,748;58;Bus;-;FYNBUS;;+4520430183;DEVICE;X;X;
3-9-2017;Bus 191;140;8330;rsd-tb-8330;;;;;;355217060426401;26;2;0001;HaCon;Smart ITCS client;2.6.1;OBC Dannebrogsgade Pl. H (Odense Kommune);OBC Dannebrogsgade Pl. H (Odense Kommune);Bogense Rtb. (Nordfyn Kommune);Bogense Rtb. (Nordfyn Kommune);SCHEDULED;22:15;22:16;1;22:55;22:56;1;Bogense;2;0;29,669;28,964;82;Bus;-;FYNBUS;;+4521306799;DEVICE;;X;
3-9-2017;Bus 40;43;3508;ode-ke-3508;;;;;;355217060403426;25;1;0002;HaCon;Smart ITCS client;2.6.1;Ørnevej (Odense Kommune);Ørnevej (Odense Kommune);OBC Plads C ank. (Odense Kommune);OBC Plads C ank. (Odense Kommune);SCHEDULED;22:18;22:18;0;22:41;22:39;-2;Odense Banegård;4;-2;7,276;7,251;51;Bus;-;FYNBUS;;+4520447705;DEVICE;X;X;
3-9-2017;Bus 81;136;3560;ode-ke-3560;;;;;;355217060480481;25;2;0002;HaCon;Smart ITCS client;2.6.1;Fraugde (Odense Kommune);Fraugde (Odense Kommune);Bågøgade (Odense Kommune);Bågøgade (Odense Kommune);SCHEDULED;22:10;22:11;1;22:55;22:58;3;Skibhusene;6;-6;16,111;16,425;64;Bus;-;FYNBUS;;+4520454089;DEVICE;X;X;
3-9-2017;Bus 41;134;3586;ode-ke-3586;;;;;;355217060480762;25;2;0002;HaCon;Smart ITCS client;2.6.1;Syddansk Universitet (Odense Kommune);Syddansk Universitet (Odense Kommune);Bolbro (Odense Kommune);Bolbro (Odense Kommune);SCHEDULED;22:21;22:22;1;23:3;23:3;0;Bolbro;3;-4;12,514;12,818;62;Bus;-;FYNBUS;;+4520452365;DEVICE;X;X;
3-9-2017;Bus 130;67;8302;rsd-tb-8302;;;;;;355217061720018;26;1;0001;HaCon;Smart ITCS client;2.6.1;Assens Rtb. (Assens Kommune);Assens Rtb. (Assens Kommune);OBC Plads C ank. (Odense Kommune);OBC Plads C ank. (Odense Kommune);SCHEDULED;22:19;22:21;2;23:21;23:18;-3;Odense;3;-3;48,561;45,443;81;Bus;-;FYNBUS;;+4520471889;DEVICE;;X;
3-9-2017;Bus 111;55;8334;rsd-tb-8334;;;;;;355217061860186;26;1;0001;HaCon;Smart ITCS client;2.6.1;Faaborg Rtb. (Faaborg Midtfyn);Faaborg Rtb. (Faaborg Midtfyn);OBC Plads A ank. (Odense Kommune);OBC Plads A ank. (Odense Kommune);SCHEDULED;21:58;22:0;2;23:21;23:18;-3;Odense;4;-3;50,329;50,023;80;Bus;-;FYNBUS;;+4520473222;DEVICE;;X;
3-9-2017;Bus 152;103;8382;rsd-tb-8382;;;;;;355217061784246;26;1;0001;HaCon;Smart ITCS client;2.6.1;Assens Rtb. (Assens Kommune);Assens Rtb. (Assens Kommune);OBC Plads A ank. (Odense Kommune);OBC Plads A ank. (Odense Kommune);SCHEDULED;21:59;21:59;0;23:21;23:18;-3;Odense;3;-3;49,889;48,818;82;Bus;-;FYNBUS;;+4520475148;DEVICE;X;X;
3-9-2017;Bus 931;129;8356;rsd-tb-8356;;;;;;355217061858289;26;1;0001;HaCon;Smart ITCS client;2.6.1;Nyborg Station (Nyborg Kommune);Nyborg Station (Nyborg Kommune);Faaborg Rtb. (Faaborg Midtfyn);Faaborg Rtb. (Faaborg Midtfyn);SCHEDULED;22:0;22:0;0;23:40;23:38;-2;Faaborg;2;-4;63,864;63,814;83;Bus;-;FYNBUS;;+4520474122;DEVICE;X;X;
3-9-2017;Bus 930;94;8361;rsd-tb-8361;;;;;;355217061858230;26;2;0001;HaCon;Smart ITCS client;2.6.1;Rudkøbing Plads B (Langeland Kommune);Rudkøbing Plads B (Langeland Kommune);Nyborg Station (Nyborg Kommune);Nyborg Station (Nyborg Kommune);SCHEDULED;22:6;22:8;2;23:20;23:21;1;Nyborg;3;-3;53,534;53,579;84;Bus;-;FYNBUS;;+4520474336;DEVICE;X;X;
3-9-2017;Bus 61;161;3520;ode-ke-3520;;;;;;355217060403574;25;1;0002;HaCon;Smart ITCS client;2.6.1;Stige (Odense Kommune);Stige (Odense Kommune);Højby Alle (Odense Kommune);Højby Alle (Odense Kommune);SCHEDULED;21:57;21:59;2;22:44;22:44;0;Højby;4;0;22,492;22,912;63;Bus;-;FYNBUS;;+4520449668;DEVICE;X;X;
3-9-2017;Bus 31;195;3508;ode-ke-3508;;;;;;355217060403426;25;1;0002;HaCon;Smart ITCS client;2.6.1;OBC Plads B afg. (Odense Kommune);OBC Plads B afg. (Odense Kommune);Snedronningen / Seden Syd (Odense Kommune);Snedronningen / Seden Syd (Odense Kommune);SCHEDULED;21:45;21:46;1;22:7;22:10;3;Seden Syd;4;1;8,61;8,409;65;Bus;-;FYNBUS;;+4520447705;DEVICE;;X;
3-9-2017;Bus 140;148;8335;rsd-tb-8335;;;;;;355217061859451;26;2;0001;HaCon;Smart ITCS client;2.6.1;Åkandevej (Nordfyn Kommune);Åkandevej (Nordfyn Kommune);OBC Dannebrogsgade PL. H ank. (Odense Kommune);OBC Dannebrogsgade PL. H ank. (Odense Kommune);SCHEDULED;21:50;21:51;1;22:11;22:12;1;Odense;2;1;16,091;15,823;74;Bus;-;FYNBUS;;+4520473237;DEVICE;;X;
3-9-2017;Bus 91;117;3705;ode-ke-3705;;;;;;355217060483493;25;1;0002;HaCon;Smart ITCS client;2.6.1;Allesø (Odense Kommune);Allesø (Odense Kommune);Herluf Trolles Vej (Odense Kommune);Herluf Trolles Vej (Odense Kommune);SCHEDULED;21:32;21:33;1;22:10;22:9;-1;Herluf Tr. Vej;3;-1;16,781;16,179;59;Bus;-;FYNBUS;;+4520445834;DEVICE;X;X;
3-9-2017;Bus 195;131;8368;rsd-tb-8368;;;;;;355217061718327;26;1;0001;HaCon;Smart ITCS client;2.6.1;OBC Dannebrogsgade Pl. H (Odense Kommune);OBC Dannebrogsgade Pl. H (Odense Kommune);Nyborg Station (Nyborg Kommune);Nyborg Station (Nyborg Kommune);SCHEDULED;21:30;21:31;1;22:23;22:21;-2;Nyborg;2;-2;35,598;35,661;80;Bus;-;FYNBUS;;+4520474654;DEVICE;X;X;
3-9-2017;Bus 920;80;8308;rsd-tb-8308;;;;;;355217061859634;26;2;0001;HaCon;Smart ITCS client;2.6.1;Faaborg Rtb. (Faaborg Midtfyn);Faaborg Rtb. (Faaborg Midtfyn);Nyborg Station (Nyborg Kommune);Nyborg Station (Nyborg Kommune);SCHEDULED;21:28;21:31;3;22:44;22:47;3;Nyborg;8;2;61,306;61,129;87;Bus;-;FYNBUS;;+4520472156;DEVICE;;X;
3-9-2017;Bus 932;21;8369;rsd-tb-8369;;;;;;355217061718962;26;1;0001;HaCon;Smart ITCS client;2.6.1;Nyborg Station (Nyborg Kommune);Nyborg Station (Nyborg Kommune);Svendborg Plads A ank. (Svendborg  Kommune);Svendborg Plads A ank. (Svendborg  Kommune);SCHEDULED;21:30;21:31;1;22:16;22:17;1;Svendborg;5;1;34,333;34,398;79;Bus;-;FYNBUS;;+4520474758;DEVICE;X;X;
